state,avg_annual_rain_mm,avg_temp_c,avg_humidity_pct,coastal,mountainous,hazard_label
Himachal Pradesh,1299,17.47240741876476,63,0,1,Landslide
Uttarakhand,1497,20.397139878509456,60,0,1,Landslide
Maharashtra,1339,27.251581203032288,62,0,0,Flood
Telangana,857,30.207916740784196,57,0,0,Heatwave
Karnataka,1020,26.16260047095146,69,1,0,Flood
Jharkhand,1233,27.51737502807322,70,0,0,Flood
Madhya Pradesh,983,29.95878404601148,60,0,0,Heatwave
Punjab,703,27.029989428977828,54,0,0,Flood
Haryana,621,28.391411157082953,51,0,0,Heatwave
Delhi,757,29.68468772834739,50,0,0,Heatwave
Kerala,2967,27.311353884502616,78,1,0,Flood
Assam,2829,26.85115481840757,82,0,1,Flood
Bihar,1063,29.196840530608128,67,0,0,Flood
Uttar Pradesh,892,29.855361008859482,51,0,0,Heatwave
Rajasthan,647,32.5601727598377,49,0,0,Drought
Gujarat,879,30.418269383103677,52,1,0,Drought
Odisha,1489,29.135168814904556,80,1,0,Cyclone
Andhra Pradesh,1085,29.673275002325198,77,1,0,Cyclone
Tamil Nadu,891,29.10391368494242,65,1,0,Cyclone
West Bengal,1763,29.16682006641841,75,1,0,Flood
Himachal Pradesh,1237,18.146520852132486,55,0,1,Landslide
Uttarakhand,1658,19.109651828669076,60,0,1,Landslide
Maharashtra,1334,27.16746862265963,68,0,0,Flood
Telangana,1036,29.285573789535654,51,0,0,Heatwave
Karnataka,1126,27.34559793877681,72,1,0,Flood
Jharkhand,1168,27.233745203388757,74,0,0,Flood
Madhya Pradesh,1026,28.94123452671505,61,0,0,Heatwave
Punjab,780,27.052846918872365,52,0,0,Flood
Haryana,709,28.673139004722184,51,0,0,Heatwave
Delhi,511,29.73691034349483,49,0,0,Heatwave
Kerala,2852,28.466890628565036,82,1,0,Flood
Assam,2742,25.990000816040364,83,0,1,Flood
Bihar,1090,29.963108939686336,62,0,0,Flood
Uttar Pradesh,959,28.85710372333083,50,0,0,Heatwave
Rajasthan,452,32.75045034837126,49,0,0,Drought
Gujarat,658,29.849075458207217,55,1,0,Drought
Odisha,1450,30.728651949744577,77,1,0,Cyclone
Andhra Pradesh,1156,30.80802467301821,74,1,0,Cyclone
Tamil Nadu,820,30.208427336159907,73,1,0,Cyclone
West Bengal,1799,28.74675306892038,73,1,0,Flood
Himachal Pradesh,1179,17.531370589503535,63,0,1,Landslide
Uttarakhand,1427,19.249675613349286,66,0,1,Landslide
Maharashtra,1230,27.20050833213365,67,0,0,Flood
Telangana,770,30.973567699694442,51,0,0,Heatwave
Karnataka,1197,26.99442613853678,67,1,0,Flood
Jharkhand,1251,28.850429236663086,71,0,0,Flood
Madhya Pradesh,1034,28.88315634652681,60,0,0,Heatwave
Punjab,686,27.579459630934625,52,0,0,Flood
Haryana,716,27.971148807108055,48,0,0,Heatwave
Delhi,689,28.293176691466062,50,0,0,Heatwave
Kerala,3066,27.31047789483896,82,1,0,Flood
Assam,2815,25.017504526808917,79,0,1,Flood
Bihar,1106,29.065852795270175,63,0,0,Flood
Uttar Pradesh,876,29.24195411600033,55,0,0,Heatwave
Rajasthan,417,32.850378495901765,41,0,0,Drought
Gujarat,757,29.174127966360036,56,1,0,Drought
Odisha,1548,29.51411060560666,73,1,0,Cyclone
Andhra Pradesh,1085,29.90644171946344,70,1,0,Cyclone
Tamil Nadu,863,29.57455989454518,68,1,0,Cyclone
West Bengal,1667,28.002402118569403,79,1,0,Flood
Himachal Pradesh,1122,17.05597272919582,56,0,1,Landslide
Uttarakhand,1557,19.62396103353827,61,0,1,Landslide
Maharashtra,1294,28.22891508020075,66,0,0,Flood
Telangana,1030,30.706261914901624,54,0,0,Heatwave
Karnataka,1298,27.433811014200636,72,1,0,Flood
Jharkhand,1232,28.26888066788946,72,0,0,Flood
Madhya Pradesh,1000,29.3248912496026,64,0,0,Heatwave
Punjab,732,27.867295251451917,54,0,0,Flood
Haryana,688,27.980591571155415,45,0,0,Heatwave
Delhi,481,29.66930481527074,53,0,0,Heatwave
Kerala,2908,27.44508198611935,86,1,0,Flood
Assam,2951,25.00383250568032,76,0,1,Flood
Bihar,1347,29.075334600126624,64,0,0,Flood
Uttar Pradesh,863,29.62535996926943,53,0,0,Heatwave
Rajasthan,644,32.19206719339788,49,0,0,Drought
Gujarat,899,29.112547610281933,54,1,0,Drought
Odisha,1460,30.49415251570332,82,1,0,Cyclone
Andhra Pradesh,1053,29.717432304334565,70,1,0,Cyclone
Tamil Nadu,838,29.351550523249173,66,1,0,Cyclone
West Bengal,1787,28.712710563079604,75,1,0,Flood
Himachal Pradesh,1214,18.601753788070116,62,0,1,Landslide
Uttarakhand,1472,19.816257305591105,67,0,1,Landslide
Maharashtra,1090,28.32020879728269,69,0,0,Flood
Telangana,794,29.656325652116973,51,0,0,Heatwave
Karnataka,1099,26.330850791821362,73,1,0,Flood
Jharkhand,1339,27.7109605165752,71,0,0,Flood
Madhya Pradesh,1084,29.934102534349677,63,0,0,Heatwave
Punjab,517,27.105489402867864,50,0,0,Flood
Haryana,551,28.16338761355618,52,0,0,Heatwave
Delhi,625,28.241139978214022,53,0,0,Heatwave
Kerala,2938,28.13870979158662,84,1,0,Flood
Assam,2842,25.800266342383154,77,0,1,Flood
Bihar,1080,30.915041872644757,65,0,0,Flood
Uttar Pradesh,1031,28.076440861014355,59,0,0,Heatwave
Rajasthan,653,32.18360776053818,48,0,0,Drought
Gujarat,698,29.2250050710334,57,1,0,Drought
Odisha,1466,30.97820538681861,77,1,0,Cyclone
Andhra Pradesh,1205,30.931340475171368,79,1,0,Cyclone
Tamil Nadu,981,29.210387084016688,66,1,0,Cyclone
West Bengal,1778,28.65787199391208,78,1,0,Flood
Himachal Pradesh,1115,18.345831901929227,60,0,1,Landslide
Uttarakhand,1666,20.195670868400196,69,0,1,Landslide
Maharashtra,1109,28.44513248623838,67,0,0,Flood
Telangana,942,29.7094042714364,51,0,0,Heatwave
Karnataka,1075,27.08003556653192,69,1,0,Flood
Jharkhand,1285,27.57690865167252,69,0,0,Flood
Madhya Pradesh,1041,28.002573551808293,62,0,0,Heatwave
Punjab,656,27.39090091598427,59,0,0,Flood
Haryana,673,27.10915792037155,54,0,0,Heatwave
Delhi,607,28.425723227315885,47,0,0,Heatwave
Kerala,3063,28.519727282190505,85,1,0,Flood
Assam,2900,25.080274818068023,84,0,1,Flood
Bihar,1078,30.114058848149863,64,0,0,Flood
Uttar Pradesh,1013,29.285577223800384,54,0,0,Heatwave
Rajasthan,629,32.670687308640225,48,0,0,Drought
Gujarat,901,30.404700080275536,54,1,0,Drought
Odisha,1480,30.049080468244522,82,1,0,Cyclone
Andhra Pradesh,1081,30.31934501071918,70,1,0,Cyclone
Tamil Nadu,897,29.98888281803529,67,1,0,Cyclone
West Bengal,1726,28.24259981632627,73,1,0,Flood
Himachal Pradesh,1211,18.91875233446466,55,0,1,Landslide
Uttarakhand,1524,19.246811581908215,61,0,1,Landslide
Maharashtra,1112,28.074998184045675,67,0,0,Flood
Telangana,937,30.40731449306953,56,0,0,Heatwave
Karnataka,1069,27.090285516930994,70,1,0,Flood
Jharkhand,1291,27.879279579542864,73,0,0,Flood
Madhya Pradesh,989,28.85207616974939,62,0,0,Heatwave
Punjab,767,27.962861619807644,54,0,0,Flood
Haryana,666,28.03815992007107,48,0,0,Heatwave
Delhi,613,29.505661693440043,51,0,0,Heatwave
Kerala,2991,27.83014208267947,78,1,0,Flood
Assam,2833,25.870540737448742,84,0,1,Flood
Bihar,1176,30.972389387914802,67,0,0,Flood
Uttar Pradesh,1134,28.341449366494384,56,0,0,Heatwave
Rajasthan,595,32.5325135258178,42,0,0,Drought
Gujarat,808,29.856731866647422,57,1,0,Drought
Odisha,1401,30.878741217523352,77,1,0,Cyclone
Andhra Pradesh,1063,29.163986056744978,78,1,0,Cyclone
Tamil Nadu,1071,29.63950814696202,72,1,0,Cyclone
West Bengal,1794,28.17722516960018,76,1,0,Flood
Himachal Pradesh,1189,18.534601859654288,61,0,1,Landslide
Uttarakhand,1673,19.987733738078212,68,0,1,Landslide
Maharashtra,1237,27.879366898728716,64,0,0,Flood
Telangana,932,29.747124703187296,56,0,0,Heatwave
Karnataka,1164,27.053209686352993,68,1,0,Flood
Jharkhand,1315,28.246011484125102,69,0,0,Flood
Madhya Pradesh,1167,29.305668863121447,56,0,0,Heatwave
Punjab,639,27.885378147116164,51,0,0,Flood
Haryana,739,27.999490313860164,45,0,0,Heatwave
Delhi,646,29.998400214821935,47,0,0,Heatwave
Kerala,3026,28.812384870133446,81,1,0,Flood
Assam,2813,25.076343778730795,83,0,1,Flood
Bihar,1325,30.749971280742646,65,0,0,Flood
Uttar Pradesh,1101,29.91204086062393,56,0,0,Heatwave
Rajasthan,440,31.293061575893393,48,0,0,Drought
Gujarat,904,30.889670265440394,52,1,0,Drought
Odisha,1388,30.02169892572165,78,1,0,Cyclone
Andhra Pradesh,1181,29.170116513962267,70,1,0,Cyclone
Tamil Nadu,856,30.065152298185815,72,1,0,Cyclone
West Bengal,1687,28.46745829415105,79,1,0,Flood
Himachal Pradesh,1359,17.702046434080998,60,0,1,Landslide
Uttarakhand,1466,20.96184224205425,65,0,1,Landslide
Maharashtra,1208,27.28669203724578,69,0,0,Flood
Telangana,807,29.377200019662922,55,0,0,Heatwave
Karnataka,1078,26.720075573355906,65,1,0,Flood
Jharkhand,1392,27.524045428073435,67,0,0,Flood
Madhya Pradesh,1239,28.758353905367898,58,0,0,Heatwave
Punjab,615,26.97799457175246,53,0,0,Flood
Haryana,476,28.15519077709218,50,0,0,Heatwave
Delhi,579,29.0648503254124,48,0,0,Heatwave
Kerala,3031,28.39919814289362,86,1,0,Flood
Assam,2910,26.07064781506212,84,0,1,Flood
Bihar,1231,30.47340100989599,60,0,0,Flood
Uttar Pradesh,1050,29.179231584267722,59,0,0,Heatwave
Rajasthan,466,31.578245810860032,47,0,0,Drought
Gujarat,872,30.461635895448673,56,1,0,Drought
Odisha,1586,30.402265239698885,79,1,0,Cyclone
Andhra Pradesh,1021,30.468242272392803,77,1,0,Cyclone
Tamil Nadu,902,29.201991225451824,67,1,0,Cyclone
West Bengal,1600,28.472291642092756,74,1,0,Flood
Himachal Pradesh,1361,18.334237203702756,60,0,1,Landslide
Uttarakhand,1570,20.420774018464996,68,0,1,Landslide
Maharashtra,1100,28.597824309283673,68,0,0,Flood
Telangana,1019,29.88454390789687,53,0,0,Heatwave
Karnataka,1087,27.731455366551053,71,1,0,Flood
Jharkhand,1433,27.508599831099332,68,0,0,Flood
Madhya Pradesh,1147,29.187590576537684,63,0,0,Heatwave
Punjab,597,27.780752930424892,58,0,0,Flood
Haryana,494,27.74079724092723,51,0,0,Heatwave
Delhi,549,28.72951428163189,49,0,0,Heatwave
Kerala,2874,28.15610525770422,81,1,0,Flood
Assam,2775,26.921416100386654,82,0,1,Flood
Bihar,1319,30.307610127980293,68,0,0,Flood
Uttar Pradesh,913,28.298858656492072,52,0,0,Heatwave
Rajasthan,594,31.99347972894439,43,0,0,Drought
Gujarat,695,29.549095228362006,55,1,0,Drought
Odisha,1322,30.251292008495682,80,1,0,Cyclone
Andhra Pradesh,1154,29.18632581073068,78,1,0,Cyclone
Tamil Nadu,1085,29.753921259643416,73,1,0,Cyclone
West Bengal,1892,29.792090589401536,79,1,0,Flood
Himachal Pradesh,1387,18.047370342284037,55,0,1,Landslide
Uttarakhand,1552,19.48457568624274,61,0,1,Landslide
Maharashtra,1203,28.567054393129187,60,0,0,Flood
Telangana,818,29.810289731109062,54,0,0,Heatwave
Karnataka,1253,26.53269614626307,65,1,0,Flood
Jharkhand,1250,28.67581197467058,72,0,0,Flood
Madhya Pradesh,1101,29.914524971439533,64,0,0,Heatwave
Punjab,796,26.269308818474883,56,0,0,Flood
Haryana,532,28.32774050232913,52,0,0,Heatwave
Delhi,620,28.41029708969692,53,0,0,Heatwave
Kerala,2840,28.227251545480982,81,1,0,Flood
Assam,2908,25.582435223973217,77,0,1,Flood
Bihar,1315,29.582521388673268,62,0,0,Flood
Uttar Pradesh,1013,28.574103539149238,56,0,0,Heatwave
Rajasthan,526,32.91153035803806,47,0,0,Drought
Gujarat,747,30.720049448430856,51,1,0,Drought
Odisha,1523,29.39995337591315,79,1,0,Cyclone
Andhra Pradesh,1132,29.350835852217763,70,1,0,Cyclone
Tamil Nadu,1040,29.26478627442862,69,1,0,Cyclone
West Bengal,1649,29.28820117959441,77,1,0,Flood
Himachal Pradesh,1368,17.1802737901464,59,0,1,Landslide
Uttarakhand,1532,20.812754748781256,67,0,1,Landslide
Maharashtra,1138,28.367233343697574,66,0,0,Flood
Telangana,1024,29.555098812781218,55,0,0,Heatwave
Karnataka,1094,27.182717709118723,72,1,0,Flood
Jharkhand,1383,27.9505845326482,73,0,0,Flood
Madhya Pradesh,952,29.638068137879102,57,0,0,Heatwave
Punjab,521,26.924694238894006,59,0,0,Flood
Haryana,483,27.591434139744845,46,0,0,Heatwave
Delhi,741,29.291163711109114,45,0,0,Heatwave
Kerala,3007,27.30265032661992,81,1,0,Flood
Assam,2906,26.538155304968235,84,0,1,Flood
Bihar,1062,30.65682910329508,64,0,0,Flood
Uttar Pradesh,1065,29.42732831081179,50,0,0,Heatwave
Rajasthan,570,31.56012884566411,46,0,0,Drought
Gujarat,716,30.158685377376486,59,1,0,Drought
Odisha,1504,29.891998039368826,82,1,0,Cyclone
Andhra Pradesh,1085,30.878655474726624,72,1,0,Cyclone
Tamil Nadu,824,29.23407837660487,67,1,0,Cyclone
West Bengal,1806,29.09891971949743,80,1,0,Flood
Himachal Pradesh,1181,17.75874043880135,60,0,1,Landslide
Uttarakhand,1433,20.788865344011363,63,0,1,Landslide
Maharashtra,1104,28.39941524015185,68,0,0,Flood
Telangana,879,30.05704946016497,52,0,0,Heatwave
Karnataka,1298,26.488846577900958,73,1,0,Flood
Jharkhand,1186,27.47612690190351,73,0,0,Flood
Madhya Pradesh,1142,28.542510615342554,61,0,0,Heatwave
Punjab,650,27.363457017490095,51,0,0,Flood
Haryana,677,28.197747402390394,48,0,0,Heatwave
Delhi,585,28.279605507483133,51,0,0,Heatwave
Kerala,3029,27.677701711024806,85,1,0,Flood
Assam,2784,26.179583705456004,80,0,1,Flood
Bihar,1256,30.89334516677131,64,0,0,Flood
Uttar Pradesh,958,29.1195140640633,56,0,0,Heatwave
Rajasthan,478,31.154875942866074,47,0,0,Drought
Gujarat,865,30.388710166455535,59,1,0,Drought
Odisha,1568,30.166978616321355,81,1,0,Cyclone
Andhra Pradesh,1129,29.059882210623226,75,1,0,Cyclone
Tamil Nadu,859,29.041391464324413,74,1,0,Cyclone
West Bengal,1894,29.630109167922456,81,1,0,Flood
Himachal Pradesh,1240,17.346419683145687,56,0,1,Landslide
Uttarakhand,1406,20.875394878631447,62,0,1,Landslide
Maharashtra,1076,28.454913730057893,65,0,0,Flood
Telangana,1018,30.541926639036543,56,0,0,Heatwave
Karnataka,1078,27.63738301108774,71,1,0,Flood
Jharkhand,1407,28.178052287233328,73,0,0,Flood
Madhya Pradesh,951,28.428767883998205,63,0,0,Heatwave
Punjab,717,27.332474571223464,56,0,0,Flood
Haryana,661,28.755082930037076,45,0,0,Heatwave
Delhi,724,29.144041533670002,49,0,0,Heatwave
Kerala,2776,27.20160443149063,84,1,0,Flood
Assam,2690,25.48965650065477,83,0,1,Flood
Bihar,1165,30.997840287871597,67,0,0,Flood
Uttar Pradesh,965,29.976763015187945,54,0,0,Heatwave
Rajasthan,675,31.233360062015436,42,0,0,Drought
Gujarat,920,30.29806152574615,59,1,0,Drought
Odisha,1512,30.60558001499106,76,1,0,Cyclone
Andhra Pradesh,1198,30.12856766012426,70,1,0,Cyclone
Tamil Nadu,1084,30.010684031414964,70,1,0,Cyclone
West Bengal,1896,29.486390959410322,82,1,0,Flood
Himachal Pradesh,1344,17.33417364021172,62,0,1,Landslide
Uttarakhand,1436,20.736557568451484,66,0,1,Landslide
Maharashtra,1338,27.997525666651157,64,0,0,Flood
Telangana,1011,29.675605914792172,52,0,0,Heatwave
Karnataka,1228,27.719176424831687,66,1,0,Flood
Jharkhand,1219,28.2729311803756,71,0,0,Flood
Madhya Pradesh,1152,29.29905016793179,58,0,0,Heatwave
Punjab,663,27.017640005760875,59,0,0,Flood
Haryana,597,28.204069208493436,51,0,0,Heatwave
Delhi,644,29.178714977433746,48,0,0,Heatwave
Kerala,2883,27.11571326400351,83,1,0,Flood
Assam,2705,26.446838224315016,83,0,1,Flood
Bihar,1342,29.54537383980114,62,0,0,Flood
Uttar Pradesh,933,29.048896110510498,59,0,0,Heatwave
Rajasthan,599,32.3441542231775,45,0,0,Drought
Gujarat,674,29.916321720193046,57,1,0,Drought
Odisha,1426,29.16153049627559,73,1,0,Cyclone
Andhra Pradesh,1187,30.453108126629,78,1,0,Cyclone
Tamil Nadu,1036,29.11750803250457,66,1,0,Cyclone
West Bengal,1776,29.49084077103841,75,1,0,Flood
Himachal Pradesh,1357,18.456607787860754,57,0,1,Landslide
Uttarakhand,1535,20.261194683006238,61,0,1,Landslide
Maharashtra,1125,27.887356879809122,63,0,0,Flood
Telangana,889,29.627024680603835,50,0,0,Heatwave
Karnataka,1108,26.674466586026814,65,1,0,Flood
Jharkhand,1268,27.55508663589936,70,0,0,Flood
Madhya Pradesh,1213,29.53896240985591,64,0,0,Heatwave
Punjab,703,26.16845626251626,56,0,0,Flood
Haryana,592,27.10251540984908,45,0,0,Heatwave
Delhi,537,28.242165674546484,48,0,0,Heatwave
Kerala,2989,27.13362620173663,86,1,0,Flood
Assam,2824,26.79747498357607,83,0,1,Flood
Bihar,1166,29.84207000407072,61,0,0,Flood
Uttar Pradesh,951,28.849442471533997,50,0,0,Heatwave
Rajasthan,409,31.911959681994272,44,0,0,Drought
Gujarat,895,30.259381977787292,58,1,0,Drought
Odisha,1420,29.46317968312848,81,1,0,Cyclone
Andhra Pradesh,1239,29.414289684037016,78,1,0,Cyclone
Tamil Nadu,987,29.5950390602257,66,1,0,Cyclone
West Bengal,1766,28.517868476549257,81,1,0,Flood
Himachal Pradesh,1384,18.86268056431495,57,0,1,Landslide
Uttarakhand,1494,20.301266940169857,65,0,1,Landslide
Maharashtra,1270,28.96569591394984,66,0,0,Flood
Telangana,808,29.072539506061105,53,0,0,Heatwave
Karnataka,1252,27.274167999030052,67,1,0,Flood
Jharkhand,1237,27.755359950151384,70,0,0,Flood
Madhya Pradesh,1164,29.050045068012125,57,0,0,Heatwave
Punjab,691,26.06117430573282,58,0,0,Flood
Haryana,711,28.54423394848988,45,0,0,Heatwave
Delhi,567,29.833429045467092,52,0,0,Heatwave
Kerala,2798,28.496616330388697,79,1,0,Flood
Assam,2872,26.065490416559157,75,0,1,Flood
Bihar,1298,29.024699946685537,67,0,0,Flood
Uttar Pradesh,1130,28.32045803369451,54,0,0,Heatwave
Rajasthan,450,32.34596135714164,41,0,0,Drought
Gujarat,900,30.668036012024757,51,1,0,Drought
Odisha,1586,29.52669052158802,79,1,0,Cyclone
Andhra Pradesh,1149,29.32378538793435,73,1,0,Cyclone
Tamil Nadu,842,30.863424054835036,67,1,0,Cyclone
West Bengal,1799,29.673922372083627,81,1,0,Flood
Himachal Pradesh,1252,18.544757940249195,57,0,1,Landslide
Uttarakhand,1642,19.01058847572979,60,0,1,Landslide
Maharashtra,1126,27.10952339495242,69,0,0,Flood
Telangana,865,29.5229984810433,58,0,0,Heatwave
Karnataka,1157,26.99054692913664,65,1,0,Flood
Jharkhand,1366,28.820019966858908,71,0,0,Flood
Madhya Pradesh,1248,29.296808794747164,63,0,0,Heatwave
Punjab,634,26.04646224553126,52,0,0,Flood
Haryana,576,28.132479961892862,53,0,0,Heatwave
Delhi,662,29.537147707762767,48,0,0,Heatwave
Kerala,2911,27.136696794862424,79,1,0,Flood
Assam,2905,26.797067793969156,80,0,1,Flood
Bihar,1279,29.49365454271687,63,0,0,Flood
Uttar Pradesh,913,29.67607744350844,54,0,0,Heatwave
Rajasthan,418,32.01937282656256,48,0,0,Drought
Gujarat,948,29.649519370923816,57,1,0,Drought
Odisha,1481,29.248250587444076,73,1,0,Cyclone
Andhra Pradesh,1158,29.835371852919103,76,1,0,Cyclone
Tamil Nadu,854,30.603473476694596,74,1,0,Cyclone
West Bengal,1688,29.90216261004231,82,1,0,Flood
Himachal Pradesh,1195,18.354988856584924,62,0,1,Landslide
Uttarakhand,1434,20.445812693053224,64,0,1,Landslide
Maharashtra,1071,27.293478474374893,63,0,0,Flood
Telangana,949,29.843629050302763,52,0,0,Heatwave
Karnataka,1139,27.283510077143802,73,1,0,Flood
Jharkhand,1183,27.676314468878928,67,0,0,Flood
Madhya Pradesh,1235,29.338072725727848,57,0,0,Heatwave
Punjab,542,26.937452837784132,57,0,0,Flood
Haryana,696,27.482802291578558,48,0,0,Heatwave
Delhi,624,29.59239591597579,46,0,0,Heatwave
Kerala,3031,28.18234526230357,79,1,0,Flood
Assam,2723,26.217271558963837,78,0,1,Flood
Bihar,1161,30.0730903132695,66,0,0,Flood
Uttar Pradesh,860,28.454037129941007,53,0,0,Heatwave
Rajasthan,529,32.109087547571164,45,0,0,Drought
Gujarat,656,30.238706234112577,54,1,0,Drought
Odisha,1479,30.822778610260638,81,1,0,Cyclone
Andhra Pradesh,1244,30.15401891208758,76,1,0,Cyclone
Tamil Nadu,1067,30.562119909729248,70,1,0,Cyclone
West Bengal,1681,28.23093188428031,74,1,0,Flood
Himachal Pradesh,1110,17.26224189468886,63,0,1,Landslide
Uttarakhand,1598,20.623901607239024,63,0,1,Landslide
Maharashtra,1188,27.997492183133044,62,0,0,Flood
Telangana,1021,30.042825754294228,51,0,0,Heatwave
Karnataka,1022,27.79189479835668,67,1,0,Flood
Jharkhand,1193,28.86611519699573,66,0,0,Flood
Madhya Pradesh,1160,29.537941418331204,55,0,0,Heatwave
Punjab,769,26.563301145377135,51,0,0,Flood
Haryana,670,27.49108211327275,54,0,0,Heatwave
Delhi,726,29.46044471289038,54,0,0,Heatwave
Kerala,2840,28.134237421776906,82,1,0,Flood
Assam,2682,26.047916889370775,79,0,1,Flood
Bihar,1164,30.767882702189358,62,0,0,Flood
Uttar Pradesh,965,28.963024723583576,55,0,0,Heatwave
Rajasthan,658,32.7265864769182,48,0,0,Drought
Gujarat,766,29.057371670986246,51,1,0,Drought
Odisha,1586,30.830657852304654,79,1,0,Cyclone
Andhra Pradesh,1242,29.73281067247721,73,1,0,Cyclone
Tamil Nadu,991,30.056948581493316,65,1,0,Cyclone
West Bengal,1826,29.49043558520029,77,1,0,Flood
Himachal Pradesh,1344,17.206148559811037,62,0,1,Landslide
Uttarakhand,1468,19.579363903746447,64,0,1,Landslide
Maharashtra,1348,28.930399254514843,63,0,0,Flood
Telangana,905,29.42767310195101,51,0,0,Heatwave
Karnataka,1036,27.95918031042624,72,1,0,Flood
Jharkhand,1347,28.43627701798351,70,0,0,Flood
Madhya Pradesh,1215,28.933939025427026,58,0,0,Heatwave
Punjab,717,27.585531385106037,59,0,0,Flood
Haryana,745,27.986319094830122,51,0,0,Heatwave
Delhi,657,29.935487033898237,52,0,0,Heatwave
Kerala,2801,27.61921061461953,85,1,0,Flood
Assam,2831,26.67423869093691,84,0,1,Flood
Bihar,1259,29.167287679649583,67,0,0,Flood
Uttar Pradesh,889,28.723351197350972,56,0,0,Heatwave
Rajasthan,465,31.569609599147842,49,0,0,Drought
Gujarat,764,30.663241516536196,52,1,0,Drought
Odisha,1367,30.76099100659118,78,1,0,Cyclone
Andhra Pradesh,1143,30.03975309838008,79,1,0,Cyclone
Tamil Nadu,896,30.091488572646938,68,1,0,Cyclone
West Bengal,1711,28.091992339960697,77,1,0,Flood
Himachal Pradesh,1181,17.811010107407853,63,0,1,Landslide
Uttarakhand,1507,20.9997259994874,65,0,1,Landslide
Maharashtra,1251,28.059339946518456,69,0,0,Flood
Telangana,913,29.513216359706988,54,0,0,Heatwave
Karnataka,1122,27.049467495249402,72,1,0,Flood
Jharkhand,1396,28.527738984263085,65,0,0,Flood
Madhya Pradesh,1204,28.475846441637632,56,0,0,Heatwave
Punjab,658,26.764243237366628,53,0,0,Flood
Haryana,466,27.131050514144224,52,0,0,Heatwave
Delhi,573,29.028088633977564,47,0,0,Heatwave
Kerala,2923,27.801321024393793,78,1,0,Flood
Assam,2861,25.995868825354183,81,0,1,Flood
Bihar,1231,30.185115084558333,66,0,0,Flood
Uttar Pradesh,905,29.44775510206235,52,0,0,Heatwave
Rajasthan,484,31.492599564891922,45,0,0,Drought
Gujarat,746,29.80466198128469,52,1,0,Drought
Odisha,1551,29.990668300452775,79,1,0,Cyclone
Andhra Pradesh,1129,30.064594849115547,78,1,0,Cyclone
Tamil Nadu,1007,29.561019739871735,69,1,0,Cyclone
West Bengal,1656,29.047905768404643,76,1,0,Flood
Himachal Pradesh,1104,18.129219043835814,60,0,1,Landslide
Uttarakhand,1676,19.348250312971928,67,0,1,Landslide
Maharashtra,1282,27.142277116316116,68,0,0,Flood
Telangana,759,29.892473110902927,51,0,0,Heatwave
Karnataka,1145,26.700712996599602,73,1,0,Flood
Jharkhand,1303,27.323315002105918,66,0,0,Flood
Madhya Pradesh,1129,28.966255339861096,56,0,0,Heatwave
Punjab,747,27.543625431183735,59,0,0,Flood
Haryana,471,28.53474803424557,46,0,0,Heatwave
Delhi,737,28.892025415182314,52,0,0,Heatwave
Kerala,2886,27.279033498428937,84,1,0,Flood
Assam,2834,26.520088559032043,77,0,1,Flood
Bihar,1261,30.95341989890089,69,0,0,Flood
Uttar Pradesh,1133,28.112255758640337,56,0,0,Heatwave
Rajasthan,473,31.993863616027717,49,0,0,Drought
Gujarat,688,30.944487967094663,53,1,0,Drought
Odisha,1469,29.21211578771124,75,1,0,Cyclone
Andhra Pradesh,959,29.989298886489397,72,1,0,Cyclone
Tamil Nadu,1001,29.908242038673627,67,1,0,Cyclone
West Bengal,1698,29.95584216761053,77,1,0,Flood
Himachal Pradesh,1115,17.130388790538227,58,0,1,Landslide
Uttarakhand,1436,19.28586943398614,64,0,1,Landslide
Maharashtra,1075,27.433722370672196,62,0,0,Flood
Telangana,1039,30.365876316281803,53,0,0,Heatwave
Karnataka,1282,26.50105424254308,67,1,0,Flood
Jharkhand,1405,28.765122676767586,65,0,0,Flood
Madhya Pradesh,1181,28.75858540346285,58,0,0,Heatwave
Punjab,603,27.831637625005342,55,0,0,Flood
Haryana,457,27.52936557804448,53,0,0,Heatwave
Delhi,498,28.14694403408873,51,0,0,Heatwave
Kerala,2902,27.984146804989052,86,1,0,Flood
Assam,2789,25.777417405295207,83,0,1,Flood
Bihar,1165,30.788879963394532,64,0,0,Flood
Uttar Pradesh,1110,28.091218573022168,53,0,0,Heatwave
Rajasthan,657,31.016643338178483,44,0,0,Drought
Gujarat,718,29.389293263202138,52,1,0,Drought
Odisha,1468,29.540859262378124,77,1,0,Cyclone
Andhra Pradesh,1058,30.244582451789906,74,1,0,Cyclone
Tamil Nadu,1030,30.21170089198112,68,1,0,Cyclone
West Bengal,1652,28.837997480707195,77,1,0,Flood
Himachal Pradesh,1178,17.605005228618953,63,0,1,Landslide
Uttarakhand,1640,20.424727309105553,65,0,1,Landslide
Maharashtra,1326,28.80194269659911,68,0,0,Flood
Telangana,1007,29.02348216294941,55,0,0,Heatwave
Karnataka,1006,26.264506531316325,69,1,0,Flood
Jharkhand,1413,27.295275099694287,67,0,0,Flood
Madhya Pradesh,1129,29.844827179134892,57,0,0,Heatwave
Punjab,536,27.84770262251494,54,0,0,Flood
Haryana,522,27.79145324911617,49,0,0,Heatwave
Delhi,557,28.754953526489537,49,0,0,Heatwave
Kerala,2946,28.846945292134187,78,1,0,Flood
Assam,2703,25.07630863709236,77,0,1,Flood
Bihar,1065,29.403798878174488,66,0,0,Flood
